name,id,nametype,recclass,mass,fall,year,reclat,reclong
Nantan,16906,Valid,"Iron, IAB-MG",9500000,Found,1958,25.1,107.7
Jilin,12171,Valid,H5,4000000,Fell,1976,44.05,126.16667
Yingde,30363,Valid,"Iron, IVA",3000000,Found,1964,24.2,113.4
Xifu,54608,Valid,"Iron, IAB complex",3000000,Found,2004,36.3,120.48333
Al Haggounia 001,44857,Valid,Aubrite,3000000,Found,2006,27.5,-12.5
Old Woman,18007,Valid,"Iron, IIAB",2753000,Found,1976,34.46667,-115.23333
Allende,2278,Valid,CV3,2000000,Fell,1969,26.96667,-105.31667
Zhaoping,54609,Valid,"Iron, IAB complex",2000000,Found,1983,24.23333,111.18333
Campinorte,52093,Valid,"Iron, ungrouped",2000000,Found,1992,-14.258,-49.15917
Gebel Kamil,52031,Valid,"Iron, ungrouped",1600000,Found,2009,22.01833,26.08778
Tsarev,24058,Valid,L5,1225300,Found,1968,48.7,45.7
Alkhamasin,475,Valid,"Iron, IIAB",1200000,Found,1973,20.6,44.88333
Kunya-Urgench,12379,Valid,H5,1100000,Fell,1998,42.25,59.2
Fukang,34491,Valid,"Pallasite, PMG",1003000,Found,2000,44.43333,87.63333
Bilibino,5046,Valid,"Iron, IIAB",1000000,Found,1981,67.3,160.8
Zhigansk,30405,Valid,"Iron, IIIAB",900000,Found,1966,68,128.3
Zerhamra,30403,Valid,"Iron, IIIAB-an",630000,Found,1967,29.85861,-2.645
Jiddat al Harasis 073,12135,Valid,L6,550000,Found,2002,19.7,55.73333
Wildara,24265,Valid,H5,500000,Found,1968,-28.23333,120.85
Jepara,53840,Valid,"Pallasite, PMG",499500,Found,2008,-6.6,110.73333
Saint-Aubin,23096,Valid,"Iron, IIIAB",472000,Found,1968,48.48333,3.58333
Etter,10062,Valid,L5,450000,Found,1965,35.98333,-101.9
Sayh al Uhaymir 001,23193,Valid,L5,450000,Found,2000,20.51667,56.66667
Allan Hills A76009,1316,Valid,L6,407000,Found,1976,-76.71667,159.66667
Mont Dieu,16722,Valid,"Iron, ungrouped",360000,Found,1994,49.55,4.86667
Longtian,14696,Valid,"Iron, IIIAB",350000,Found,1991,27.35,108.5
Millbillillie,16643,Valid,Eucrite-mmict,330000,Fell,1960,-26.45,120.36667
Sterlitamak,23724,Valid,"Iron, IIIAB",325000,Fell,1990,53.66667,55.98333
Seymchan,23510,Valid,"Pallasite, PMG",323300,Found,1967,62.9,152.43333
Nova Petropolis,17928,Valid,"Iron, IIIAB",305000,Found,1967,-29.43333,-50.91667
Bruderheim,5156,Valid,L6,303000,Fell,1960,53.9,-112.88333
Bur-Abor,5166,Valid,"Iron, IIIAB",290000,Found,1997,3.98333,41.65
Clovis (no. 1),5385,Valid,H3.6,283000,Found,1961,34.3,-103.13472
Rio Limay,22609,Valid,L5,280000,Found,1995,-39.85,-69.48333
Sanclerlandia,23132,Valid,"Iron, IIIAB",279000,Found,1971,-16.21667,-50.3
Mount Padbury,16785,Valid,Mesosiderite-A1,272000,Found,1964,-25.66667,118.1
Saint-S’©verin,23102,Valid,LL6,271000,Fell,1966,45.3,0.23333
Miles,16641,Valid,"Iron, IIE",265000,Found,1992,-27.83333,150.33333
Tishomingo,24010,Valid,"Iron, ungrouped",260000,Found,1965,34.25,-96.68333
Suizhou,23738,Valid,L6,260000,Fell,1986,31.61667,113.46667
Dhofar 020,6719,Valid,H4/5,256000,Found,2000,19.03333,54.51667
Omolon,18019,Valid,"Pallasite, PMG",250000,Fell,1981,64.02,161.80833
El Hammami,7806,Valid,H5,240000,Found,1997,23.28333,-10.81667
Youxi,55793,Valid,Mesosiderite-C,218000,Found,2006,26.06,118.01
Acu’±a,373,Valid,"Iron, IIIAB",217700,Found,1981,29.31667,-100.96667
Liangcheng,14645,Valid,"Iron, IIIAB",200000,Found,1959,40.5,112.5
Jiddat al Harasis 055,12119,Valid,L4-5,200000,Found,2004,19.65167,55.69
Porto Alegre,52091,Valid,"Iron, IIIE",200000,Found,2005,-30.03306,-51.23
Pallasovka,34061,Valid,"Pallasite, PMG",198000,Found,1990,49.86667,46.61167
Zag,30384,Valid,H3-6,175000,Fell,1998,27.33333,-9.33333
Owasco,18060,Valid,L6,168400,Found,1984,41.2,-103.68333
Garabato,10856,Valid,H5,160000,Found,1995,-28.86667,-60.2
Qijiaojing,54610,Valid,"Iron, ungrouped",160000,Found,2003,43.75,92.91667
Yardymly,30352,Valid,"Iron, IAB complex",150200,Fell,1959,38.93333,48.25
Wiluna,24281,Valid,H5,150000,Fell,1967,-26.59278,120.32833
Mbale,15455,Valid,L5/6,150000,Fell,1992,1.06667,34.16667
Tres Castillos,24047,Valid,"Iron, ungrouped",150000,Found,1992,29.47,-105.8
Jalu,12070,Valid,L6,150000,Found,2000,27.95833,21.68333
El Sampal,7817,Valid,"Iron, IIIAB",142000,Found,1973,-44.53333,-70.36667
Korra Korrabes,12347,Valid,H3,140000,Found,1996,-25.2,18.08333
Brainard,5131,Valid,"Iron, IIIAB",138300,Found,1978,41.15333,-96.955
Derrick Peak A78009,6685,Valid,"Iron, IIAB",138100,Found,1978,-80.06667,156.38333
Carnegie,5278,Valid,L6,132700,Found,1963,35.16667,-98.64389
Araslanovo,2324,Valid,L/LL5,132000,Found,1973,55.14167,48.2
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800,Fell,1995,45.5,119.03333
Dhofar 005,6704,Valid,L6,125500,Found,2000,18.16667,54.16667
Jiddat al Harasis 091,12150,Valid,L5,123374,Found,2002,19.69362,56.65432
Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500,Found,1958,24.5,-106
Tafassasset,23779,Valid,CR-an,114000,Found,2000,20.76333,10.44167
Buenaventura,5162,Valid,"Iron, IIIAB",113600,Found,1969,29.8,-107.55
Florey,10112,Valid,H6,110800,Found,1978,32.5225,-102.705
Etosha,10061,Valid,"Iron, IC",110700,Found,1970,-18.5,16
Lewis Cliff 85320,12790,Valid,H5,110224,Found,1985,-84.26223,161.41628
Mount Tazerzait,16804,Valid,L5,110000,Fell,1991,18.7,4.8
Sulagiri,48951,Valid,LL6,110000,Fell,2008,12.66667,78.03333
Tiberrhamine,23985,Valid,L6,107000,Found,1967,28.11667,0.53333
Cook 001,5421,Valid,H5,105000,Found,1989,-30.33333,130.53333
Budulan,5161,Valid,Mesosiderite-B4,100000,Found,1962,50.56667,114.9
Faucett,10077,Valid,H5,100000,Found,1966,39.61667,-94.86667
Murchison,16875,Valid,CM2,100000,Fell,1969,-36.61667,145.2
Retuerta del Bullaque,56577,Valid,"Iron, IAB-MG",100000,Found,1980,39.45889,-4.3775
Anyujskij,2312,Valid,"Iron, IIAB",100000,Found,1981,66.9,164.2
Zhongxiang,30406,Valid,Iron,100000,Found,1981,31.2,112.5
Kidairat,12300,Valid,H6,100000,Fell,1983,14,28
Gujba,11449,Valid,CBa,100000,Fell,1984,11.49167,11.65833
Cook 007,5427,Valid,H4,100000,Found,1989,-30.61667,130.41667
Juancheng,12203,Valid,H5,100000,Fell,1997,35.5,115.41667
Agoudal,57354,Valid,"Iron, IIAB",100000,Found,2000,31.98457,-5.51528
Franconia,10174,Valid,H5,100000,Found,2002,34.71637,-114.22197
Chergach ,47347,Valid,H5,100000,Fell,2007,23.69639,-5.01472
Tamdakht,48691,Valid,H5,100000,Fell,2008,31.16333,-7.015
Bou Azarif,53812,Valid,H5,100000,Found,2010,31.15643,-5.15262
Chelyabinsk,57165,Valid,LL5,100000,Fell,2013,54.81667,61.11667
Dar al Gani 749,6296,Valid,CO3,95000,Found,1999,27.30167,15.7645
Machinga,15371,Valid,L6,93200,Fell,1981,-15.21222,35.24222
Watson 001,24221,Valid,"Iron, IIE",93000,Found,1972,-30.5,131.55
Jiddat al Harasis 090,12149,Valid,L5,92667.6,Found,2002,19.71678,56.6062
ad-Dahbubah,376,Valid,H5,90000,Found,1961,19.83333,51.25
Mills,16687,Valid,H6,88000,Found,1970,36.23,-104.11889
Kayakent,12268,Valid,"Iron, IIIAB",85000,Fell,1961,39.26333,31.78
Juanita de Angeles,12204,Valid,H5,85000,Found,1992,28.41667,-105.08333
Zapaliname,30392,Valid,"Iron, IAB-MG",85000,Found,1998,25.00944,-100.75
Gan Gan,10852,Valid,"Iron, IVA",83000,Found,1984,-42.66667,-68.08333
Bruceville,5155,Valid,L6,83000,Found,1998,38.295,-121.405
Renfrow,22588,Valid,L6,81600,Found,1986,36.98667,-97.555
Baygorria,4980,Valid,"Iron, IAB complex",80000,Found,1994,-33,-56
Jiddat al Harasis 230,35549,Valid,L5,77000,Found,2005,19.7127,56.58277
Northbranch,17010,Valid,H5,76000,Found,1972,39.99167,-98.34167
Yelland Dry Lake,52641,Valid,H4,76000,Found,2007,39.35067,-114.40783
Xingyang,24346,Valid,H6,75500,Fell,1977,32.33333,114.31667
Bayard,4978,Valid,L5,75000,Found,1982,41.81667,-103.36667
Wolsey,24328,Valid,"Iron, IAB-MG",74830,Found,1981,44.4,-98.53333
Hunter,11987,Valid,LL5,74600,Found,1962,36.56,-97.66667
Ethiudna,10060,Valid,L4,74318,Found,1977,-32.03333,139.78333
Toufassour,47702,Valid,Mesosiderite,73300,Found,2007,29.65225,-7.7493
Urua’_u,24131,Valid,"Iron, IAB-MG",72500,Found,1992,-14.53333,-48.76667
Mafuta,15384,Valid,"Iron, IID",71500,Found,1984,-16.9025,30.40722
Portales Valley,18874,Valid,H6,71400,Fell,1998,34.175,-103.295
Sierra Colorada,23588,Valid,L5,71300,Found,1995,-40.8,-67.48333
Wooramel,24335,Valid,L5,71000,Found,1969,-25.65,114.21667
Mahadevpur,47361,Valid,H4/5,70500,Fell,2007,27.66667,95.78333
Lahmada 009,12422,Valid,H3-6,70000,Found,1999,27.16667,-9.5
Xinyi,24347,Valid,H5,69000,Found,1975,34.36667,118.33333
Hamilton (Queensland),11483,Valid,L6,68000,Found,1966,-28.48333,148.25
Soledade,23662,Valid,"Iron, IAB-MG",68000,Found,1986,-29.05,-51.43333
Rahimyar Khan,31302,Valid,L5,67225,Fell,1983,28.225,70.2
Sychevka,23772,Valid,"Iron, IIIAB",65000,Found,1988,51.125,127.495
Bocaiuva,5092,Valid,"Iron, ungrouped",64000,Found,1965,-17.16667,-43.83333
Santa Clara,23163,Valid,"Iron, IVB",63000,Found,1976,24.46667,-103.35
Derrick Peak 88017,6668,Valid,"Iron, IIAB",63000,Found,1988,-80.06667,156.38333
Tanezrouft 072,31333,Valid,H6,62285,Found,2002,24.43817,0.103
Gold Basin,10940,Valid,L4,61000,Found,1995,35.875,-114.23333
Yongning,30365,Valid,"Iron, IAB-ung",60000,Found,1971,22.75,108.33333
Derrick Peak A78008,6684,Valid,"Iron, IIAB",59400,Found,1978,-80.06667,156.38333
Quijingue,22362,Valid,"Pallasite, PMG",59000,Found,1984,-10.75,-39.21667
Guadalupe y Calvo,11431,Valid,"Iron, IIAB",58630,Found,1971,26.1,-106.96667
Aliskerovo,472,Valid,"Iron, IIIE-an",58400,Found,1977,67.88333,167.5
Julesburg,12208,Valid,L3.6,57900,Found,1983,39.975,-102.26667
Warburton Range,24212,Valid,"Iron, IVB",56930,Found,1963,-26.28333,126.66667
Ashmore,2349,Valid,H5,55400,Found,1969,32.9,-102.28333
Aprel'sky,2319,Valid,"Iron, IIIAB",54600,Found,1969,53.3,126.11667
Markovka,15427,Valid,H4,54200,Found,1967,52.4,79.8
Dunganville,7748,Valid,"Iron, IIIAB",54000,Found,1976,-42.55,171.35
Benjamin,5020,Valid,H4/5,51800,Found,1969,33.58333,-99.8
Santa Vitoria do Palmar,35478,Valid,L3,50400,Found,2003,-33.50944,-53.41083
Northwest Africa 1581,17340,Valid,L6,50200,Found,2001,31.38333,-4.25
Valera,24149,Valid,L5,50000,Fell,1972,9.31667,-70.62833
Nuevo Mercurio,17938,Valid,H5,50000,Fell,1978,24.3,-102.13333
Akyumak,433,Valid,"Iron, IVA",50000,Fell,1981,39.91667,42.81667
Wuan,24340,Valid,H6,50000,Fell,1986,36.75,114.25
Ingella Station,12034,Valid,H5,50000,Found,1987,-25.55,142.78333
Zagora,30387,Valid,"Iron, IAB-ung",50000,Found,1987,30.36667,-5.85
Hammadah al Hamra 153,11636,Valid,H3.8-4,50000,Found,1995,28.60033,13.5775
Northwest Africa 6903,53891,Valid,"Iron, IIIAB",50000,Found,2008,32.37167,-6.36
Dhofar 1654,55572,Valid,L5,50000,Found,2011,18.67877,54.2876
Jiddat al Harasis 342,45866,Valid,L5,49750,Found,2006,19.71458,56.54755
Sukhoj Liman,23739,Valid,H4/5,48000,Found,1987,46.4,30.8
Red Rock,22549,Valid,"Iron, IIIAB",47600,Found,1976,35.41667,-117.91667
Gomez,10944,Valid,L6,47000,Found,1974,33.18139,-102.40139
Jiddat al Harasis 203,45839,Valid,Mesosiderite-C2,46200,Found,2002,19.983,56.41368
Asuka 87251,2608,Valid,LL6,46000,Found,1987,-72,26
Peace River,18180,Valid,L6,45760,Fell,1963,56.13333,-117.93333
Needles,16936,Valid,"Iron, IID",45300,Found,1962,34.44417,-114.8325
Thuathe,23976,Valid,H4/5,45300,Fell,2002,-29.33333,27.58333
Wellman (c),24239,Valid,H4,45000,Found,1964,33.03333,-102.33333
Dhajala,6698,Valid,H3.8,45000,Fell,1976,22.37778,71.42722
La Criolla,12396,Valid,L6,45000,Fell,1985,-31.23333,-58.16667
Vyatka,24193,Valid,H4,45000,Found,1991,57.53333,49
Hammadah al Hamra 173,11656,Valid,L6,45000,Found,1996,28.63667,13.1965
Bensour,5024,Valid,LL6,45000,Fell,2002,30,-7
Dhofar 1433,45837,Valid,H5,44790,Found,2006,18.43333,54.1
Saginaw,22797,Valid,Iron,44500,Found,1979,32.86583,-97.32306
Barwell,4954,Valid,L5,44000,Fell,1965,52.56528,-1.33972
Ust-Nyukzha,24133,Valid,"Iron, IAB complex",44000,Found,1992,56.38333,120.46667
Dar al Gani 610,6157,Valid,H4,44000,Found,1998,26.85,16.73333
Horh Uul,11909,Valid,"Iron, IIIAB",44000,Found,2001,43.25,104.16667
Seminole,23488,Valid,H4,43900,Found,1961,32.68333,-102.61667
Dhofar 1288,34504,Valid,H5,43600,Found,2004,18.27833,54.285
Sayh al Uhaymir 270,23443,Valid,H4-6,43508.2,Found,2003,20.72918,57.189
Lixian,56075,Valid,"Iron, IIAB",43000,Found,2005,29.85167,111.59833
Dhofar 1565,51570,Valid,H5,43000,Found,2008,18.2735,54.21367
Dhofar 1426,35514,Valid,H~5,42850,Found,2001,19.173,54.70407
Zhaodong,30404,Valid,L4,42000,Fell,1984,45.81667,125.91667
Macy,15378,Valid,L6,42000,Found,1984,34.21667,-103.91667
Piplia Kalan,18831,Valid,Eucrite-mmict,42000,Fell,1996,26.03472,73.94167
Point Berliet,18854,Valid,H5,42000,Found,2001,20.537,9.53783
Anton,2311,Valid,H4,41800,Found,1965,33.7825,-102.18111
Al Huqf 010,443,Valid,L6,41539.3,Found,2002,19.86785,57.0028
Clovis (no. 2),5386,Valid,L6,41300,Found,1963,34.3,-103.13333
Balsas,4932,Valid,"Iron, IIIAB",41000,Found,1974,-7.53133,-46.04117
Buzzard Coulee,48654,Valid,H4,41000,Fell,2008,52.996,-109.84817
Millen,16644,Valid,H4,40800,Found,1975,32.83528,-81.87389
Richfield,22600,Valid,LL3.7,40800,Found,1983,37.22222,-101.68139
Calliham,5201,Valid,L6,40000,Found,1958,28.41667,-98.25
Yilmia,30362,Valid,EL6,40000,Found,1969,-31.19167,121.53333
Jerslev,12084,Valid,"Iron, IIAB",40000,Found,1976,55.608833,11.229167
Sivas,23617,Valid,H6,40000,Fell,1989,39.82467,36.13583
Lohawat,14678,Valid,Howardite,40000,Fell,1994,26.96556,72.62667
Dronino,7732,Valid,"Iron, ungrouped",40000,Found,2000,54.74667,41.42167
Manitouwabing,15406,Valid,"Iron, IIIAB",39000,Found,1962,45.44,-79.87556
Bechar 001,4988,Valid,L6,39000,Found,1998,30.83333,-3.33333
Dhofar 1700,56325,Valid,L6,39000,Found,2010,18.86622,54.67967
Bunjil,5164,Valid,L6,38750,Found,1971,-29.62917,116.48222
Mayfield,15450,Valid,H4,38400,Found,1972,37.30833,-97.545
Capot Rey,30449,Valid,H5,38000,Found,2004,20.12593,10.2056
Avoca (Western Australia),4909,Valid,"Iron, IIIAB",37850,Found,1966,-30.85,122.31667
Alatage,452,Valid,"Iron, IIIAB",37500,Found,1959,42.33333,93
Dhofar 1289,34505,Valid,L4,37000,Found,2004,18.63333,54.42167
Songyuan,23668,Valid,L6,36900,Fell,1993,45.25,125
Woolgorong,24334,Valid,L6,36000,Fell,1960,-27.75,115.83333
Coffeyville,51051,Valid,H5,35900,Found,2006,37.01667,-95.66667
Lueders,14750,Valid,"Iron, IAB-MG",35400,Found,1973,32.83611,-99.60417
Northwest Africa 6203,51736,Valid,"Iron, IAB-MG",35400,Found,2008,30.51667,-4.3
Rowena,22772,Valid,H6,34700,Found,1962,-29.8,148.63333
Gursum,11465,Valid,H4/5,34650,Fell,1981,9.36667,42.41667
Guin,11445,Valid,"Iron, ungrouped",34500,Found,1969,33.96667,-87.91667
Vermillion,24167,Valid,"Pallasite, ungrouped",34360,Found,1991,39.73633,-96.36133
Plains,18839,Valid,H5,34300,Found,1964,33.28333,-102.76667
Buck Mountains 003,44705,Valid,L6,34200,Found,2005,34.7345,-114.21717
Broken Hill,5146,Valid,L6,34000,Found,1994,-31.83333,141.76667
Gnowangerup,10937,Valid,"Iron, IIIAB",33600,Found,1976,-34,118.1
Jiddat al Harasis 406,48557,Valid,L6,33000,Found,2006,19.53268,56.87225
Jumapalo,12209,Valid,L6,32490,Fell,1984,-7.71667,111.2
Mossgiel,16758,Valid,L4,32383,Found,1967,-33.31667,144.78333
Derrick Peak A78011,6687,Valid,"Iron, IIAB",31800,Found,1978,-80.06667,156.38333
Thiel Mountains,23911,Valid,"Pallasite, PMG",31700,Found,1962,-85.45,-90
Los Vientos 002,54617,Valid,L6,30750,Found,2010,-24.68333,-69.76667
Djebel Chaab 002,7654,Valid,LL6,30616,Found,2003,25.15592,0.82213
Bledsoe,5074,Valid,H4,30500,Found,1970,33.59167,-103.02667
Hammadah al Hamra 328,11811,Valid,H5,30440,Found,1999,28.95833,10.59167
Muenatauray,16842,Valid,"Iron, IIAB",30000,Found,1960,4.9,-61.2
Tuxtuac,24086,Valid,LL5,30000,Fell,1975,21.66667,-103.36667
Daraj 001,6540,Valid,H5,30000,Found,1986,29.6425,11.73222
Hagersville,11470,Valid,"Iron, IAB complex",30000,Found,1999,42.96667,-80.15
Acfer 329,336,Valid,L4/5,30000,Found,2001,27.58333,4.1
Tanezrouft 065,23865,Valid,L4,30000,Found,2002,25.4075,0.13639
Windimurra,55552,Valid,H4/5,30000,Found,2004,-28.09697,118.45561
Bassikounou,44876,Valid,H5,29560,Fell,2006,15.78333,-5.9
Los Vientos 004,54619,Valid,H5,29300,Found,2011,-24.68333,-69.76667
Graves Nunataks 98186,11176,Valid,H6,29000,Found,1998,-86.71667,-141.5
Elga,10012,Valid,"Iron, IIE",28800,Found,1959,64.7,141.2
Fairview,10070,Valid,"Iron, IIIAB",28800,Found,1986,34.10139,-102.65
Ramlat as Sahmah 418,55513,Valid,L6,28791,Found,2010,20.3936,56.22002
Great Bend,11180,Valid,H6,28770,Found,1983,38.395,-98.91583
Sinawan 001,23607,Valid,L6,28600,Found,1991,31,11.66667
Ocotillo,17980,Valid,"Iron, IAB-MG",28570,Found,1990,32.83333,-116.06667
Larned,50998,Valid,Aubrite-an,28100,Found,1977,38.1995,-99.162
Bunker Hill,54611,Valid,L6,28000,Found,2002,38.84833,-98.72383
Changxing,5323,Valid,H5,27900,Found,1964,31.33333,121.66667
Sayh al Uhaymir 278,23451,Valid,L5,27860.8,Found,2002,21.26172,57.17887
Dumont,47341,Valid,"Iron, IVB",27420,Found,1994,33.81667,-100.51667
Hammadah al Hamra 296,11779,Valid,H5/6,27064,Found,2000,29.1,12.31667
Gobabeb,10939,Valid,H4,27000,Found,1969,-23.55,15.03333
Naryilco,16918,Valid,LL6,27000,Found,1975,-28.6,141.15
Tiffa 001,23991,Valid,H5,26900,Found,1997,19.949,11.933
Seagraves (c),23471,Valid,L6/7,26810,Found,1989,32.98333,-102.56667
Kaffir (d),12226,Valid,L5,26760,Found,1981,34.67167,-101.815
Wilder,24267,Valid,H5,26600,Found,1982,43.72444,-116.91167
Hammadah al Hamra 280,11763,Valid,CK4,26500,Found,2000,28.47017,12.972
Denver City,6661,Valid,"Iron, ungrouped",26100,Found,1975,33.07139,-102.80028
Ilafegh 008,12013,Valid,L5,26100,Found,1989,21.6,1.66667
Derrick Peak A78012,6688,Valid,"Iron, IIAB",26000,Found,1978,-80.06667,156.38333
Forrest 002,10125,Valid,L6,26000,Found,1980,-30.98333,127.88333
Maslyanino,15439,Valid,"Iron, IAB complex",26000,Found,1992,54.25,84.33333
Kumtag,49512,Valid,H5,26000,Found,2008,41.66889,93.17306
Los Vientos 003,54618,Valid,H5,25450,Found,2011,-24.68333,-69.76667
Desuri,6693,Valid,H6,25400,Fell,1962,25.73333,73.61667
St-Robert,23733,Valid,H5,25400,Fell,1994,45.96861,-72.97806
Yamato 791717,27066,Valid,CO3.3,25322,Found,1979,-71.5,35.66667
Belmont,5008,Valid,H6,25300,Found,1958,42.73333,-90.35
Juromenha,12213,Valid,"Iron, IIIAB",25250,Fell,1968,38.74028,-7.27
Graves Nunataks 95200,10960,Valid,L5,25066.1,Found,1995,-86.71667,-141.5
Sayh al Uhaymir 266,23439,Valid,H5,25014,Found,2002,20.70713,57.18317
Camel Donga,5204,Valid,Eucrite-mmict,25000,Found,1984,-30.31667,126.61667
Pampa (c),18085,Valid,L4,25000,Found,1986,-23.2,-70.43333
Bilanga,5045,Valid,Diogenite,25000,Fell,1999,12.45,-0.08333
Dhofar 379,7161,Valid,L6,25000,Found,2000,19.0084,54.76913
Benguerir,30443,Valid,LL6,25000,Fell,2004,32.25,-8.15
Dhofar 1722,56345,Valid,H5,25000,Found,2010,19.08188,54.71472
Salaices,23105,Valid,H4,24500,Found,1971,27,-105.25
Taoudenni,51580,Valid,Diogenite,24370,Found,2007,22.79167,-3.96667
Cleo Springs,5378,Valid,H4,24000,Found,1960,36.43333,-98.43333
Galatia,10847,Valid,L6,23900,Found,1971,38.64167,-98.88333
Campos Sales,5249,Valid,L5,23680,Fell,1991,-7.03333,-40.16667
Wayside,24225,Valid,H6,23600,Found,1973,34.80167,-101.68333
Sharon Springs,23524,Valid,L6,23400,Found,1983,38.77083,-101.79833
Isna,12051,Valid,CO3.8,23000,Found,1970,24.83333,31.66667
Maltah’_he,15399,Valid,"Iron, IAB-sLM",22270,Found,1991,-24.91667,16.98333
Hammadah al Hamra 087,11570,Valid,L6,22114,Found,1995,28.59583,13.269
Saint Augustine,23080,Valid,"Iron, IID",22000,Found,1974,40.71667,-90.41667
Elephant Moraine 92193,9594,Valid,H6,22000,Found,1992,-76.04222,155.94038
Queen Alexandra Range 99001,21454,Valid,Iron,22000,Found,1999,-84,168
Friona,10184,Valid,L5,21900,Found,1981,34.54,-102.56833
Hebron,11867,Valid,H6,21820,Found,1965,40.16667,-97.6
Kargapole,12261,Valid,H4,21800,Found,1961,55.88333,64.3
Lahoma,12432,Valid,L5,21800,Found,1963,36.38333,-98.08333
Jiddat al Harasis 317,45843,Valid,H5,21472,Found,2001,19.36312,55.55723
Twodot,24093,Valid,H6,21400,Found,1999,46.7,-110.13333
Flandreau,10109,Valid,H5,21360,Found,1983,44.04833,-96.59167
Dhofar 007,6706,Valid,Eucrite-cm,21270,Found,1999,18.335,54.18167
Efremovka,7772,Valid,CV3,21000,Found,1962,52.5,77
De Hoek,6622,Valid,"Iron, ungrouped",20930,Found,1960,-29.38333,23.1
Twannberg,24088,Valid,"Iron, IIG",20689,Found,1984,47.12444,7.17889
Lone Tree,14683,Valid,H4,20676,Found,1971,41.5,-91.47917
Meteorite Hills A78028,16624,Valid,L6,20657,Found,1978,-79.68333,155.75
Cerro del Inca,5309,Valid,"Iron, IIIF",20600,Found,1997,-22.21667,-68.90833
Jartai,12074,Valid,L6,20500,Fell,1979,39.7,105.8
Dar al Gani 741,6288,Valid,H4,20500,Found,1998,27.08167,16.28333
Conquista,5418,Valid,H4,20350,Fell,1965,-19.85,-47.55
Allan Hills A76001,1308,Valid,L6,20151,Found,1976,-76.75,159.33333
Koltsovo,30742,Valid,H4,20020,Found,2004,54.7505,36.978
Seoni,23500,Valid,H6,20000,Fell,1966,21.68389,79.50083
Ourique,18052,Valid,H4,20000,Fell,1998,37.60833,-8.28
Sayh al Uhaymir 504,51866,Valid,L5/6,20000,Found,2010,20.38333,56.76667
Mulga (north),16847,Valid,H6,19900,Found,1964,-30.18333,126.36667
Two Buttes (a),24091,Valid,H5,19700,Found,1962,37.63333,-102.41667
Colton,5410,Valid,"Iron, IIIAB",19670,Found,1993,46.57056,-117.09861
Hammadah al Hamra 001,11486,Valid,H5,19418,Found,1990,29,12.23333
Acfer 336,343,Valid,L3.8,19400,Found,2002,27.61667,4.06667
Souslovo,23673,Valid,L4,19300,Found,1997,55.4295,55.78727
New Orleans,16960,Valid,H5,19256,Fell,2003,29.94718,-90.10976
Purgatory Peak A77006,18904,Valid,"Iron, IAB-MG",19068,Found,1977,-77.33333,162.3
Asuka 87034,2391,Valid,L4,19064.5,Found,1987,-72,26
Littlerock,14667,Valid,H6,19050,Found,1979,34.51667,-117.98333
Vulcan,24192,Valid,H6,19000,Found,1962,50.51667,-113.13333
Big Rock Donga,5044,Valid,H6,19000,Found,1970,-30.55,130.96667
Beni M'hira,5018,Valid,L6,19000,Fell,2001,32.86667,10.8
Meteorite Hills 01005,16238,Valid,L5,19000,Found,2001,-79.68333,159.75
Kilabo,12307,Valid,LL6,19000,Fell,2002,12.76667,9.8
Kifkakhsyagan,12304,Valid,"Iron, IIIAB",18800,Found,1972,64.4,172.7
Dar al Gani 779,6326,Valid,Howardite,18800,Found,1999,26.99233,16.4375
Derrick Peak A78005,6681,Valid,"Iron, IIAB",18600,Found,1978,-80.06667,156.38333
Dar al Gani 955,6495,Valid,H6,18500,Found,1999,27.13183,16.20767
Burns,57342,Valid,"Iron, IIIAB",18400,Found,2003,39.86667,-106.88333
Polujamki,18861,Valid,H4,18350,Found,1971,52.1,79.7
Mud Dry Lake,16840,Valid,H3,18255,Found,2002,37.8594,-117.02097
Ramlat as Sahmah 202,35636,Valid,Mesosiderite,18250,Found,2002,20.00552,56.41628
Morrow County,51707,Valid,L6,18200,Found,1999,45.5,-119.5
Yamato 793235,28584,Valid,L6,18126,Found,1979,-71.5,35.66667
Zagami,30386,Valid,Martian (shergottite),18000,Fell,1962,11.73333,7.08333
Dahmani,5504,Valid,LL6,18000,Fell,1981,35.61667,8.83333
Caddo County,5192,Valid,"Iron, IAB-ung",18000,Found,1987,35,-98.33333
Maria da F’©,15416,Valid,"Iron, IVA",18000,Found,1987,-22.3,-45.36667
Pecora Escarpment 91009,18300,Valid,L6,18000,Found,1991,-85.6882,-68.33784
Park Forest,18106,Valid,L5,18000,Fell,2003,41.48472,-87.67917
Dhofar 1511,53800,Valid,L~5,17973,Found,2009,18.63988,54.248
Duncanville,7744,Valid,H,17800,Found,1961,32.63333,-96.86667
Allan Hills A81013,1973,Valid,"Iron, IIAB",17727,Found,1981,-76.74756,158.84338
Tulia (d),24069,Valid,H6,17700,Found,1981,34.60667,-101.76667
ShiÅ™r 010,23548,Valid,L5,17604,Found,2001,18.55,53.97
Hambleton,36590,Valid,"Pallasite, PMG",17600,Found,2005,54.24028,-1.19889
Roundup,22771,Valid,"Iron, IIIAB",17590,Found,1990,46.78333,-108.56667
Sargiin Gobi,23179,Valid,"Iron, IAB complex",17500,Found,1964,45.9835,105.75883
