name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Dhofar 369,7151,Valid,L4,269,Found,2000,19.07905,54.79395
Hammadah al Hamra 272,11755,Valid,LL6,268,Found,2000,28.4545,12.867
Dhofar 1048,6852,Valid,H5/6,267,Found,2000,18.71705,54.702
Meteorite Hills 00495,15730,Valid,LL6,266.5,Found,2000,-79.68333,155.75
Meteorite Hills 00453,15688,Valid,LL6,265.6,Found,2000,-79.68333,155.75
Dhofar 512,7273,Valid,L5,263.5,Found,2000,18.81,54.26167
Meteorite Hills 00520,15755,Valid,L5,263.4,Found,2000,-79.68333,155.75
Sayh al Uhaymir 161,23348,Valid,H6,263,Found,2000,20.09,56.72048
Sayh al Uhaymir 047,23239,Valid,H6,262.9,Found,2000,20.93833,56.87722
Dar al Gani 870,6417,Valid,H3/4,262,Found,2000,26.911,16.45683
Sayh al Uhaymir 063,23255,Valid,H5,262,Found,2000,20.58167,56.79833
Dhofar 517,7278,Valid,L6,260,Found,2000,18.925,54.45833
Dhofar 351,7134,Valid,L6,258,Found,2000,19.23902,54.82563
Dhofar 213,6997,Valid,H5,256,Found,2000,18.525,54.11667
Dhofar 182,6966,Valid,Eucrite-mmict,255.1,Found,2000,18.93833,54.50133
Dar al Gani 923,6464,Valid,Ureilite,255,Found,2000,27,16.35
Dar al Gani 922,6463,Valid,L6,253,Found,2000,26.95,16.38333
Dhofar 758,7504,Valid,L6,253,Found,2000,18.9645,54.75722
Dhofar 715,7471,Valid,LL4,252,Found,2000,18.9,54.4
Meteorite Hills 00483,15718,Valid,LL5,251.9,Found,2000,-79.68333,155.75
Dhofar 769,7515,Valid,L6,250,Found,2000,18.96265,54.75108
Thiel Mountains 99013,23965,Valid,L4,248.5,Found,2000,-85.16535,-94.72453
Dhofar 1046,6850,Valid,H5/6,248,Found,2000,18.85485,54.64018
Meteorite Hills 00518,15753,Valid,LL6,247.8,Found,2000,-79.68333,155.75
Dhofar 518,7279,Valid,H6,247,Found,2000,18.70667,54.38
Meteorite Hills 00517,15752,Valid,LL4,247,Found,2000,-79.68333,155.75
Dhofar 372,7154,Valid,H5,246,Found,2000,18.65233,54.73462
Hammadah al Hamra 276,11759,Valid,LL6,246,Found,2000,28.4415,12.88467
Dhofar 169,6954,Valid,H6,243.1,Found,2000,19.05139,54.56194
Cotopaxi,30451,Valid,"Iron, IAB-ung",243,Found,2000,38.46483,-105.7015
Dar al Gani 786,6333,Valid,L6,243,Found,2000,27.01883,16.434
Dar al Gani 926,6467,Valid,H6,243,Found,2000,27.18333,16.26667
Jiddat al Harasis 395,53508,Valid,Diogenite,243,Found,2000,19.91667,56.25
Dar al Gani 790,6337,Valid,L6,241,Found,2000,26.99933,16.431
Dhofar 120,6905,Valid,H4,240,Found,2000,18.97817,54.61667
Dhofar 502,7263,Valid,H5,240,Found,2000,18.38833,54.29167
Hualapai Wash,11917,Valid,L6,240,Found,2000,35.86333,-114.19333
Dhofar 181,6965,Valid,H5,238.9,Found,2000,18.92972,54.57139
Dhofar 509,7270,Valid,L6,238,Found,2000,18.14,54.07
Dhofar 137,6922,Valid,L6,236,Found,2000,19.30133,54.82367
Dhofar 340,7123,Valid,L4,236,Found,2000,18.88833,54.75667
Dhofar 762,7508,Valid,H6,235,Found,2000,18.75133,54.71908
Dhofar 188,6972,Valid,H4,234,Found,2000,18.21167,54.14833
Sayh al Uhaymir 097,23289,Valid,H6,234,Found,2000,21.1454,56.7875
Shiôr 003,23541,Valid,H5,234,Found,2000,18.5695,53.91017
Dhofar 178,6962,Valid,L6,233.9,Found,2000,19.09222,54.50389
Meteorite Hills 00484,15719,Valid,L5,233.7,Found,2000,-79.68333,155.75
Hammadah al Hamra 263,11746,Valid,LL6,233,Found,2000,28.45183,12.8735
Meteorite Hills 00489,15724,Valid,L3.6,232,Found,2000,-79.68333,155.75
Meteorite Hills 00500,15735,Valid,L6,230.7,Found,2000,-79.68333,155.75
Dar al Gani 802,6349,Valid,H6,230,Found,2000,27.0055,16.47283
Sayh al Uhaymir 095,23287,Valid,H6,230,Found,2000,21.12307,56.98238
Dhofar 191,6975,Valid,H4,226,Found,2000,18.405,54.245
Meteorite Hills 00524,15759,Valid,L6,226,Found,2000,-79.68333,155.75
Meteorite Hills 00527,15762,Valid,L5,225,Found,2000,-79.68333,155.75
Dhofar 133,6918,Valid,L4,224,Found,2000,19.072,54.65267
Sayh al Uhaymir 115,23307,Valid,H6,224,Found,2000,20.46,56.675
Meteorite Hills 00485,15720,Valid,LL6,221.9,Found,2000,-79.68333,155.75
Meteorite Hills 00497,15732,Valid,LL6,221.6,Found,2000,-79.68333,155.75
Dhofar 121,6906,Valid,L6,220,Found,2000,18.98267,54.62183
Silver Dry Lake 001,23598,Valid,L4,218.8,Found,2000,35.37333,-116.125
Dhofar 149,6934,Valid,L4,216,Found,2000,18.3165,54.31933
Dhofar 1041,6845,Valid,H6,215,Found,2000,18.86395,54.64277
Sayh al Uhaymir 034,23226,Valid,H5,215,Found,2000,21.06517,57.28167
Dar al Gani 815,6362,Valid,H5,214,Found,2000,26.98333,16.46167
Sayh al Uhaymir 027,23219,Valid,H5,213,Found,2000,20.9675,57.3235
Dhofar 775,7521,Valid,H5,212,Found,2000,18.90333,54.70452
Dar al Gani 877,6424,Valid,H5,211,Found,2000,27.08333,16.11667
Meteorite Hills 00519,15754,Valid,LL6,210.8,Found,2000,-79.68333,155.75
Dar al Gani 940,6481,Valid,L6,210,Found,2000,27.5,16.2
Meteorite Hills 00481,15716,Valid,L5,208.37,Found,2000,-79.68333,155.75
Meteorite Hills 00526,15761,Valid,L(LL)3.05,208.2,Found,2000,-79.68333,159.75
Dhofar 1044,6848,Valid,L5/6,208,Found,2000,18.86492,54.64965
Dhofar 163,6948,Valid,LL5,208,Found,2000,19.14611,54.40111
Dhofar 352,7135,Valid,L6,207,Found,2000,18.67437,54.5418
Dhofar 714,7470,Valid,H5,207,Found,2000,18.25167,54.425
Dhofar 130,6915,Valid,L5,206,Found,2000,19.1795,54.88733
Dhofar 237,7021,Valid,H5,206,Found,2000,19.17667,54.625
Northwest Africa 1201,17153,Valid,H4,206,Found,2000,28.00083,-9.27
Meteorite Hills 00401,15636,Valid,"Iron, IIIAB",205.1,Found,2000,-79.68333,155.75
Dhofar 1043,6847,Valid,H4/5,205,Found,2000,18.91903,54.71077
Dar al Gani 949,6489,Valid,L6,204.01,Found,2000,27.8985,15.86367
Dar al Gani 908,6455,Valid,H6,204,Found,2000,27.06517,16.13983
Dhofar 524,7285,Valid,L5,204,Found,2000,19.09833,54.5
Dhofar 535,7296,Valid,Chondrite-ung,204,Found,2000,19.33333,54.795
Hammadah al Hamra 265,11748,Valid,LL6,203,Found,2000,28.43917,12.88533
Dar al Gani 792,6339,Valid,LL3,202,Found,2000,26.91383,16.465
Jiddat al Harasis 018,12106,Valid,L6,202,Found,2000,19.29167,55.24333
Meteorite Hills 00422,15657,Valid,Diogenite,201.5,Found,2000,-79.68333,155.75
Dhofar 112,6897,Valid,L6,201,Found,2000,18.178,54.10467
Sayh al Uhaymir 032,23224,Valid,L6,201,Found,2000,21.054,57.27683
Dar al Gani 918,6459,Valid,H3-5,200,Found,2000,27.2,16.08333
Dhofar 147,6932,Valid,L4,200,Found,2000,18.43583,54.2355
Sayh al Uhaymir 092,23284,Valid,LL5,200,Found,2000,21.17017,56.68283
Dar al Gani 817,6364,Valid,H6,196,Found,2000,27.41317,16.2795
Aoufous,2314,Valid,Eucrite-mmict,195,Found,2000,31.66667,-4.06667
Dhofar 1060,6866,Valid,H5,195,Found,2000,19.00248,54.53837
Dhofar 764,7510,Valid,H5,195,Found,2000,18.83062,54.76645
Dhofar 768,7514,Valid,H5/6,195,Found,2000,18.81928,54.61427
Meteorite Hills 00531,15766,Valid,LL6,193.91,Found,2000,-79.68333,155.75
Meteorite Hills 00539,15774,Valid,LL5,193.65,Found,2000,-79.68333,155.75
Dhofar 179,6963,Valid,H5,193.3,Found,2000,18.92056,54.61639
Hammadah al Hamra 278,11761,Valid,LL6,191,Found,2000,28.45667,12.86833
Meteorite Hills 00480,15715,Valid,L5,190.49,Found,2000,-79.68333,155.75
Dhofar 206,6990,Valid,L3.7,190,Found,2000,18.23833,54.135
Dhofar 763,7509,Valid,L5,190,Found,2000,18.86492,54.64972
Sayh al Uhaymir 106,23298,Valid,L4,190,Found,2000,20.54167,56.68833
Dar al Gani 807,6354,Valid,H5,187,Found,2000,27.057,16.445
Meteorite Hills 00510,15745,Valid,LL5,186.55,Found,2000,-79.68333,155.75
Dhofar 510,7271,Valid,H4,186,Found,2000,18.91333,54.36167
Dhofar 522,7283,Valid,H4,186,Found,2000,18.24,54.16833
Dhofar 358,7141,Valid,H6,185,Found,2000,18.61157,54.7342
Sayh al Uhaymir 160,23347,Valid,L6,185,Found,2000,20.09,56.7029
Dhofar 015,6714,Valid,CK3,184,Found,2000,18.64333,54.43
Dhofar 114,6899,Valid,L6,184,Found,2000,18.37933,54.2275
Dar al Gani 916,6457,Valid,L4/5,183,Found,2000,27.25,16.13333
Dhofar 1069,6875,Valid,LL5,182,Found,2000,18.95067,54.752
Hammadah al Hamra 264,11747,Valid,LL6,182,Found,2000,28.582,12.88517
Meteorite Hills 00509,15744,Valid,LL6,180.89,Found,2000,-79.68333,155.75
Dar al Gani 982,6522,Valid,H5,177,Found,2000,27.2115,16.432
Meteorite Hills 00582,15816,Valid,L5,176.83,Found,2000,-79.68333,155.75
Dhofar 170,6955,Valid,H6,176.2,Found,2000,19.05389,54.56722
Meteorite Hills 00482,15717,Valid,LL6,175.28,Found,2000,-79.68333,155.75
Meteorite Hills 00505,15740,Valid,LL5,174.57,Found,2000,-79.68333,155.75
Hammadah al Hamra 268,11751,Valid,LL6,174,Found,2000,28.45717,12.8705
Northwest Africa 541,17788,Valid,H3.8,174,Found,2000,31.1,-5.18333
Sayh al Uhaymir 031,23223,Valid,L6,174,Found,2000,21.051,57.2765
Dhofar 175,6959,Valid,H6,173,Found,2000,19.0625,54.55222
Dar al Gani 933,6474,Valid,H4,170,Found,2000,27.08333,16.06667
Dhofar 1045,6849,Valid,H5/6,170,Found,2000,18.81953,54.6138
Sayh al Uhaymir 044,23236,Valid,H5,169.1,Found,2000,21.06083,57.27194
Hammadah al Hamra 311,11794,Valid,H5/6,168,Found,2000,29.2355,13.44517
Sayh al Uhaymir 028,23220,Valid,L4,167,Found,2000,21.06567,57.2245
Meteorite Hills 00615,15849,Valid,H6,166.85,Found,2000,-79.68333,155.75
Harper Dry Lake 007,11838,Valid,H5,166.7,Found,2000,35.04953,-117.26357
Dar al Gani 794,6341,Valid,H5,166,Found,2000,26.99333,16.4505
Dar al Gani 832,6379,Valid,L4/5,166,Found,2000,27.447,16.14817
Meteorite Hills 00504,15739,Valid,L5,165.9,Found,2000,-79.68333,155.75
Dhofar 024,6723,Valid,H3.9,164,Found,2000,19.06167,54.55333
Dhofar 760,7506,Valid,L5,163,Found,2000,18.94455,54.67403
Dar al Gani 678,6225,Valid,H5/6,162,Found,2000,26.75,16.43333
Hammadah al Hamra 269,11752,Valid,LL6,162,Found,2000,28.45383,12.86767
Dhofar 141,6926,Valid,LL4,160,Found,2000,18.3575,54.3535
Dhofar 514,7275,Valid,L5,160,Found,2000,18.8,54.24833
Sayh al Uhaymir 037,23229,Valid,L6,160,Found,2000,21.06917,57.289
Meteorite Hills 00492,15727,Valid,L5,159.97,Found,2000,-79.68333,155.75
Meteorite Hills 00487,15722,Valid,L5,159.2,Found,2000,-79.68333,155.75
Meteorite Hills 00535,15770,Valid,L4,159.08,Found,2000,-79.68333,155.75
Thiel Mountains 99012,23964,Valid,L4,159,Found,2000,-85.15468,-94.58963
Dar al Gani 964,6504,Valid,H3.9,158.1,Found,2000,27.0345,16.14283
Sayh al Uhaymir 096,23288,Valid,H4/5,158,Found,2000,21.10912,56.9335
Meteorite Hills 00486,15721,Valid,L5,157.55,Found,2000,-79.68333,155.75
Meteorite Hills 00558,15793,Valid,L5,157.04,Found,2000,-79.68333,155.75
Meteorite Hills 00570,15805,Valid,H3.8,157.02,Found,2000,-79.68333,155.75
Meteorite Hills 00494,15729,Valid,L5,156.83,Found,2000,-79.68333,155.75
Dar al Gani 887,6434,Valid,H5/6,156,Found,2000,27.15,16.1
Dhofar 778,7524,Valid,Diogenite,156,Found,2000,18.72542,54.73048
Northwest Africa 479,17747,Valid,Lunar (basalt),156,Found,2000,30.66667,-4.98333
Sayh al Uhaymir 100,23292,Valid,H4/5,154,Found,2000,20.82752,57.30552
Meteorite Hills 00474,15709,Valid,LL5,153.26,Found,2000,-79.68333,155.75
Meteorite Hills 00529,15764,Valid,H6,152.6,Found,2000,-79.68333,159.75
Sayh al Uhaymir 300,34049,Valid,Lunar,152.6,Found,2000,21.006556,57.334417
Meteorite Hills 00503,15738,Valid,LL6,152.12,Found,2000,-79.68333,155.75
Dhofar 766,7512,Valid,H6,152,Found,2000,18.2776,54.32358
Meteorite Hills 00430,15665,Valid,CV3,151.7,Found,2000,-79.68333,159.75
Jiddat al Harasis 019,12107,Valid,H6,150,Found,2000,19.56167,55.18833
Dhofar 1059,6864,Valid,L5/6,149,Found,2000,18.85235,54.6488
Meteorite Hills 00537,15772,Valid,L6,148.75,Found,2000,-79.68333,155.75
Meteorite Hills 00513,15748,Valid,L5,148.29,Found,2000,-79.68333,155.75
Dar al Gani 791,6338,Valid,H4,148,Found,2000,27.27767,16.23717
Dhofar 026,6725,Valid,Lunar (anorth),148,Found,2000,18.22667,54.11167
Thiel Mountains 99008,23960,Valid,H6,147.5,Found,2000,-85.16103,-94.59745
Dhofar 367,7149,Valid,L6,147,Found,2000,19.05773,54.82513
Sayh al Uhaymir 093,23285,Valid,LL5,146.5,Found,2000,21.09917,57.09117
Dhofar 186,6970,Valid,L6,146,Found,2000,18.88306,54.46583
Dhofar 516,7277,Valid,LL6,145,Found,2000,18.875,54.46667
Superior Valley 002,23749,Valid,L6,145,Found,2000,35.22358,-117.1136
Dar al Gani 904,6451,Valid,H6,144,Found,2000,27.13683,16.1455
Meteorite Hills 00566,15801,Valid,L5,143.77,Found,2000,-79.68333,155.75
Dar al Gani 907,6454,Valid,H6,142,Found,2000,27.05383,16.4475
Dar al Gani 905,6452,Valid,H6,141,Found,2000,27.10833,16.05833
Jiddat al Harasis 061,12123,Valid,Eucrite,141,Found,2000,19.77562,56.64048
Coyote Dry Lake 129,30472,Valid,H5,140,Found,2000,35.06917,-116.7502
Dar al Gani 931,6472,Valid,L6,140,Found,2000,27.11667,16.46667
Hammadah al Hamra 284,11767,Valid,LL6,140,Found,2000,28.44067,12.88167
Sayh al Uhaymir 054,23246,Valid,L6,139,Found,2000,20.98283,57.33483
Meteorite Hills 00536,15771,Valid,L6,137.19,Found,2000,-79.68333,155.75
Dar al Gani 664,6211,Valid,L4,137,Found,2000,27.23333,16.11667
Northwest Africa 160,17360,Valid,H4,137,Found,2000,30.08333,-5.66667
Dar al Gani 937,6478,Valid,L4,136,Found,2000,27.23333,16.15
Thiel Mountains 99019,23971,Valid,L5,136,Found,2000,-85.16048,-94.79135
Meteorite Hills 00525,15760,Valid,H5,135.1,Found,2000,-79.68333,159.75
Dhofar 765,7511,Valid,L5,135,Found,2000,18.94362,54.67067
Meteorite Hills 00521,15756,Valid,LL5,134.05,Found,2000,-79.68333,155.75
Dhofar 194,6978,Valid,H4,134,Found,2000,18.83667,54.27
Hammadah al Hamra 273,11756,Valid,LL6,133,Found,2000,28.45917,12.86933
Meteorite Hills 00532,15767,Valid,L5,132.6,Found,2000,-79.68333,155.75
Meteorite Hills 00488,15723,Valid,L5,132.45,Found,2000,-79.68333,155.75
Dar al Gani 893,6440,Valid,H6,132,Found,2000,27.11667,16.06667
Dhofar 126,6911,Valid,LL6,132,Found,2000,19.14367,54.83783
Sayh al Uhaymir 050,23242,Valid,L6,132,Found,2000,20.97583,57.323
Meteorite Hills 00511,15746,Valid,L5,131.7,Found,2000,-79.68333,155.75
Dar al Gani 1028,30499,Valid,CO3,131,Found,2000,27.07567,16.06633
Dar al Gani 880,6427,Valid,H6,131,Found,2000,27.08333,16.11667
Meteorite Hills 00502,15737,Valid,LL5,130.78,Found,2000,-79.68333,155.75
Bates Nunataks 00307,4965,Valid,H6,130.05,Found,2000,-80.25,153.5
Hammadah al Hamra 291,11774,Valid,L5,130,Found,2000,29.0785,13.13117
Northwest Africa 2254,30914,Valid,L5,129.5,Found,2000,28.2,-7.75
Hammadah al Hamra 279,11762,Valid,LL6,129,Found,2000,28.46967,12.85983
Meteorite Hills 00496,15731,Valid,L5,128.79,Found,2000,-79.68333,155.75
Dhofar 232,7016,Valid,LL6,128,Found,2000,18.435,54.105
Sayh al Uhaymir 084,23276,Valid,LL6,128,Found,2000,21.05183,57.26967
Meteorite Hills 00533,15768,Valid,LL5,127.56,Found,2000,-79.68333,155.75
Dhofar 779,7525,Valid,L5,126,Found,2000,18.94137,54.69545
Meteorite Hills 00541,15776,Valid,LL5,125.82,Found,2000,-79.68333,155.75
Meteorite Hills 00620,15854,Valid,H6,125.21,Found,2000,-79.68333,155.75
Bates Nunataks 00300,4958,Valid,Eucrite-unbr,124.6,Found,2000,-80.25,153.5
Dhofar 268,7051,Valid,H4,124,Found,2000,18.90167,54.56167
Northeast Africa 003,34271,Valid,Lunar (bas. breccia),124,Found,2000,30.46667,13.55
Dar al Gani 921,6462,Valid,H5,123,Found,2000,27.13333,16.2
Meteorite Hills 00602,15836,Valid,L6,121.26,Found,2000,-79.68333,155.75
Dhofar 1049,6853,Valid,L5,121,Found,2000,18.92632,54.7017
Dhofar 776,7522,Valid,L5,121,Found,2000,18.86208,54.67937
Hammadah al Hamra 283,11766,Valid,LL6,121,Found,2000,28.455,12.86967
Dhofar 189,6973,Valid,H3.8,120,Found,2000,18.34167,54.195
Sayh al Uhaymir 102,23294,Valid,L5,119.5,Found,2000,20.935,57.01167
Dar al Gani 944,6484,Valid,LL6,119.27,Found,2000,27.19667,16.19717
Dar al Gani 1010,5628,Valid,Ureilite,119,Found,2000,27.04133,16.38767
Dar al Gani 929,6470,Valid,H3,119,Found,2000,26.95,16.45
Meteorite Hills 00425,15660,Valid,Diogenite,118.3,Found,2000,-79.68333,155.75
Meteorite Hills 00610,15844,Valid,H6,118.26,Found,2000,-79.68333,155.75
Dhofar 023,6722,Valid,H5,118,Found,2000,19.075,54.5
Meteorite Hills 00516,15751,Valid,L5,117.6,Found,2000,-79.68333,155.75
Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000,35.0925,-116.76083
Thiel Mountains 99010,23962,Valid,H5,116.8,Found,2000,-85.1654,-94.79735
Dhofar 341,7124,Valid,H5,116,Found,2000,19.32833,54.705
Dhofar 500,7261,Valid,Achondrite-ung,116,Found,2000,18.38667,54.20333
Meteorite Hills 00522,15757,Valid,L5,115.74,Found,2000,-79.68333,155.75
Dhofar 774,7520,Valid,L6,115,Found,2000,18.69225,54.59118
Meteorite Hills 00591,15825,Valid,H6,114.82,Found,2000,-79.68333,155.75
Meteorite Hills 00571,15806,Valid,LL6,114.33,Found,2000,-79.68333,155.75
Meteorite Hills 00617,15851,Valid,LL6,114.01,Found,2000,-79.68333,155.75
Dar al Gani 903,6450,Valid,H3-6,114,Found,2000,27.12267,16.50617
Dhofar 1055,6860,Valid,H4/5,114,Found,2000,18.97162,54.69287
Dhofar 111,6896,Valid,L5,114,Found,2000,18.1575,54.09333
Dhofar 771,7517,Valid,H5,114,Found,2000,18.85012,54.62327
Thiel Mountains 99003,23955,Valid,H5,113.8,Found,2000,-85.16373,-94.59473
Meteorite Hills 00611,15845,Valid,H6,113.77,Found,2000,-79.68333,155.75
Dar al Gani 837,6384,Valid,L6,113,Found,2000,27.2735,16.24017
Sayh al Uhaymir 048,23240,Valid,H5,112.8,Found,2000,21.00917,56.98694
Meteorite Hills 00498,15733,Valid,L6,112.46,Found,2000,-79.68333,155.75
Dar al Gani 824,6371,Valid,H5,112,Found,2000,26.99517,16.45217
Dar al Gani 906,6453,Valid,L6,112,Found,2000,27.09283,16.12717
Meteorite Hills 00499,15734,Valid,L6,111.69,Found,2000,-79.68333,155.75
Meteorite Hills 00612,15846,Valid,L5,110.51,Found,2000,-79.68333,155.75
Meteorite Hills 00569,15804,Valid,L6,110.34,Found,2000,-79.68333,155.75
Dar al Gani 818,6365,Valid,H4/5,110,Found,2000,26.97583,16.467
Dhofar 022,6721,Valid,H3.9,110,Found,2000,19.02833,54.49167
Meteorite Hills 00565,15800,Valid,L5,109.96,Found,2000,-79.68333,155.75
Dar al Gani 793,6340,Valid,LL6,109,Found,2000,27.46367,16.1465
Dar al Gani 799,6346,Valid,H6,107,Found,2000,27.03283,16.48967
Dar al Gani 827,6374,Valid,H5,107,Found,2000,26.987,16.437
Dhofar 761,7507,Valid,H6,107,Found,2000,19.06058,54.52113
Meteorite Hills 00491,15726,Valid,LL6,106.57,Found,2000,-79.68333,155.75
Meteorite Hills 00625,15859,Valid,H6,106.49,Found,2000,-79.68333,155.75
Meteorite Hills 00574,15809,Valid,LL5,106.46,Found,2000,-79.68333,155.75
Meteorite Hills 00530,15765,Valid,LL5,106.17,Found,2000,-79.68333,155.75
Dar al Gani 919,6460,Valid,H5,106,Found,2000,27.21667,16.13333
Dar al Gani 920,6461,Valid,H4,106,Found,2000,27.21667,16.15
Dhofar 368,7150,Valid,H6,105.3,Found,2000,19.07348,54.80533
Meteorite Hills 00507,15742,Valid,L5,105.13,Found,2000,-79.68333,155.75
Dhofar 1064,6870,Valid,L6,105,Found,2000,18.86328,54.67993
Northwest Africa 543,17790,Valid,LL4,105,Found,2000,31.1,-5.18333
Meteorite Hills 00528,15763,Valid,H5,104.9,Found,2000,-79.68333,159.75
Meteorite Hills 00550,15785,Valid,LL6,104.52,Found,2000,-79.68333,155.75
Dhofar 501,7262,Valid,H4,104,Found,2000,18.35,54.195
Meteorite Hills 00624,15858,Valid,L5,103.91,Found,2000,-79.68333,155.75
Allan Hills 99101,1300,Valid,LL3,103.4,Found,2000,-76.76098,159.45252
Meteorite Hills 00540,15775,Valid,LL6,103.18,Found,2000,-79.68333,155.75
Meteorite Hills 00605,15839,Valid,L5,102.88,Found,2000,-79.68333,155.75
Dar al Gani 814,6361,Valid,L4,102,Found,2000,26.99,16.39783
Dar al Gani 885,6432,Valid,H6,102,Found,2000,26.1,16.06667
Dhofar 777,7523,Valid,LL6,102,Found,2000,18.84122,54.7564
Northwest Africa 542,17789,Valid,LL6,102,Found,2000,31.1,-5.18333
Meteorite Hills 00549,15784,Valid,L5,101.48,Found,2000,-79.68333,155.75
Meteorite Hills 00501,15736,Valid,LL6,101.46,Found,2000,-79.68333,155.75
Dar al Gani 1021,5638,Valid,H5,101.1,Found,2000,27.01083,16.18167
Meteorite Hills 00490,15725,Valid,LL5,100.92,Found,2000,-79.68333,155.75
Meteorite Hills 00626,15860,Valid,H6,100.78,Found,2000,-79.68333,155.75
Meteorite Hills 00581,15815,Valid,LL6,100.21,Found,2000,-79.68333,155.75
Dar al Gani 883,6430,Valid,H5-6,100,Found,2000,27.08333,16.11667
Dar al Gani 884,6431,Valid,H4,100,Found,2000,27.1,16.1
Hammadah al Hamra 270,11753,Valid,L3-5,100,Found,2000,28.686,12.90267
Hammadah al Hamra 298,11781,Valid,L6,100,Found,2000,29.08333,12.46667
Sayh al Uhaymir 030,23222,Valid,L6,100,Found,2000,20.82583,57.19933
Meteorite Hills 00594,15828,Valid,LL6,99.51,Found,2000,-79.68333,155.75
Meteorite Hills 00575,15810,Valid,L5,99.16,Found,2000,-79.68333,155.75
Meteorite Hills 00424,15659,Valid,Diogenite,98.9,Found,2000,-79.68333,155.75
Dhofar 234,7018,Valid,H6,98,Found,2000,19.07,54.45667
Dhofar 519,7280,Valid,H6,98,Found,2000,18.89667,54.53833
Sayh al Uhaymir 082,23274,Valid,L/LL4,98,Found,2000,21.05183,57.26967
Dar al Gani 809,6356,Valid,L6,97.8,Found,2000,26.99817,16.43967
Meteorite Hills 00534,15769,Valid,L6,97.57,Found,2000,-79.68333,155.75
Meteorite Hills 00616,15850,Valid,LL6,97.51,Found,2000,-79.68333,155.75
Meteorite Hills 00552,15787,Valid,H3.4,97.3,Found,2000,-79.68333,155.75
Dhofar 166,6951,Valid,H6,97,Found,2000,19.0475,54.59194
Cuddeback Dry Lake 007,5486,Valid,L4,96.7,Found,2000,35.3114,-117.45342
Meteorite Hills 00598,15832,Valid,L6,96.49,Found,2000,-79.68333,155.75
Dar al Gani 800,6347,Valid,H6,96.4,Found,2000,27.00883,16.46
Dar al Gani 673,6220,Valid,L4/5,96,Found,2000,27.23333,16.11667
Dar al Gani 928,6469,Valid,H3/4,96,Found,2000,26.9,16.6
Dhofar 1067,6873,Valid,H4-6,96,Found,2000,18.90415,54.70378
Meteorite Hills 00572,15807,Valid,H4,95.8,Found,2000,-79.68333,155.75
Meteorite Hills 00592,15826,Valid,L5,95.78,Found,2000,-79.68333,155.75
Meteorite Hills 00559,15794,Valid,L6,95.02,Found,2000,-79.68333,155.75
Cuddeback Dry Lake 002,5481,Valid,L6,95,Found,2000,35.2755,-117.47833
Meteorite Hills 00597,15831,Valid,LL6,94.84,Found,2000,-79.68333,155.75
Meteorite Hills 00512,15747,Valid,LL5,93.4,Found,2000,-79.68333,155.75
Meteorite Hills 00586,15820,Valid,L5,93.13,Found,2000,-79.68333,155.75
Dar al Gani 925,6466,Valid,H4,93,Found,2000,27.08333,16.25
Dhofar 233,7017,Valid,L6,93,Found,2000,18.45,54.10333
Dhofar 377,7159,Valid,H6,92.6,Found,2000,19.12063,54.82343
Dhofar 165,6950,Valid,H6,92,Found,2000,19.055,54.57889
Meteorite Hills 00947,16181,Valid,H6,91.7,Found,2000,-79.68333,159.75
Meteorite Hills 00555,15790,Valid,L5,91.05,Found,2000,-79.68333,155.75
Meteorite Hills 00590,15824,Valid,LL6,90.02,Found,2000,-79.68333,155.75
Dhofar 190,6974,Valid,H4,90,Found,2000,18.38833,54.295
Sayh al Uhaymir 038,23230,Valid,L6,90,Found,2000,21.06817,57.281
Dar al Gani 782,6329,Valid,H5,89.9,Found,2000,26.9705,16.469
Meteorite Hills 00548,15783,Valid,L5,89.7,Found,2000,-79.68333,159.75
Meteorite Hills 00589,15823,Valid,H6,89.29,Found,2000,-79.68333,155.75
Meteorite Hills 00621,15855,Valid,L3.6,88.84,Found,2000,-79.68333,155.75
Meteorite Hills 00622,15856,Valid,LL5,87.65,Found,2000,-79.68333,155.75
Meteorite Hills 00584,15818,Valid,LL5,87.53,Found,2000,-79.68333,155.75
Dar al Gani 881,6428,Valid,Howardite,86,Found,2000,27.43333,16.2
Meteorite Hills 00608,15842,Valid,L5,85.78,Found,2000,-79.68333,155.75
Dar al Gani 783,6330,Valid,H5,84,Found,2000,26.47667,16.46083
Jiddat al Harasis 031,12117,Valid,LL5,83.27,Found,2000,19.83194,56.08472
Meteorite Hills 00402,15637,Valid,"Iron, IIIAB",82.6,Found,2000,-79.68333,155.75
Agoult,395,Valid,Eucrite,82,Found,2000,30.55,-4.9
Meteorite Hills 00614,15848,Valid,L5,81.89,Found,2000,-79.68333,155.75
Al Huqf 002,435,Valid,H5,81.4,Found,2000,19.27167,57.38667
Meteorite Hills 00802,16036,Valid,H6,81.2,Found,2000,-79.68333,155.75
Roosevelt County 107,22762,Valid,L6,81.2,Found,2000,34.21667,-103.13333
Sayh al Uhaymir 053,23245,Valid,H6,81,Found,2000,21.015,57.338
Meteorite Hills 00627,15861,Valid,LL5,80.74,Found,2000,-79.68333,155.75
Northwest Africa 2253,30913,Valid,L4,80.5,Found,2000,28.16667,-7.9
Meteorite Hills 00542,15777,Valid,L6,80.3,Found,2000,-79.68333,155.75
